product_name,product_price,rate,review,summary,sentiment
Smartwatch,608.19,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Mechanical Keyboard,964.45,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Tablet Plus,226.65,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Laptop Pro,28.41,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Mechanical Keyboard,217.28,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,849.61,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,475.89,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartphone X,889.96,3,Works fine but there are better alternatives available.,Average experience,neutral
Wireless Earbuds,638.08,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,541.04,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartwatch,642.05,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,170.44,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Fitness Band,726.99,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,400.9,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Bluetooth Speaker,111.55,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Gaming Mouse,439.84,3,Works fine but there are better alternatives available.,Average experience,neutral
4K Monitor,355.31,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,531.25,3,Works fine but there are better alternatives available.,Average experience,neutral
Laptop Pro,334.06,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,903.52,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,809.57,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Gaming Mouse,428.44,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,515.69,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartwatch,945.7,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,629.01,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartwatch,952.59,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,139.94,3,It's decent for the price but has some drawbacks.,Average experience,neutral
4K Monitor,922.63,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,73.23,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Laptop Pro,804.23,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,654.72,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartphone X,704.4,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,764.27,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Tablet Plus,363.54,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
4K Monitor,51.49,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
4K Monitor,592.48,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,82.92,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
4K Monitor,750.73,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartwatch,993.28,3,Works fine but there are better alternatives available.,Average experience,neutral
Mechanical Keyboard,397.04,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,516.03,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Fitness Band,89.06,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Laptop Pro,672.47,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Fitness Band,280.83,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,613.24,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,942.78,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,672.5,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,866.55,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartphone X,917.25,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Laptop Pro,958.72,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Gaming Mouse,204.49,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Wireless Earbuds,139.34,3,Works fine but there are better alternatives available.,Average experience,neutral
Wireless Earbuds,147.58,3,"The product is okay, does the job but nothing special.",Average experience,neutral
4K Monitor,623.22,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,558.05,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,471.09,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,135.55,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,327.9,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
4K Monitor,871.74,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartphone X,174.22,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,574.98,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,129.38,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,493.17,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Laptop Pro,625.1,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartphone X,671.26,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,656.51,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,618.54,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,301.62,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,400.79,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,71.84,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,314.52,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,58.44,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Wireless Earbuds,340.17,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,239.97,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Wireless Earbuds,70.9,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,417.67,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,115.48,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Wireless Earbuds,354.4,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,681.21,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,984.14,3,Works fine but there are better alternatives available.,Average experience,neutral
Bluetooth Speaker,376.38,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Gaming Mouse,84.56,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,233.73,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,857.33,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,771.54,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,139.34,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Bluetooth Speaker,909.01,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Bluetooth Speaker,954.16,3,It's decent for the price but has some drawbacks.,Average experience,neutral
4K Monitor,569.94,3,Works fine but there are better alternatives available.,Average experience,neutral
Bluetooth Speaker,252.91,3,"The product is okay, does the job but nothing special.",Average experience,neutral
4K Monitor,540.67,3,Works fine but there are better alternatives available.,Average experience,neutral
Bluetooth Speaker,451.2,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Wireless Earbuds,404.32,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartphone X,267.75,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,435.87,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Wireless Earbuds,715.86,3,Works fine but there are better alternatives available.,Average experience,neutral
Mechanical Keyboard,818.56,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,626.56,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartwatch,898.6,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartwatch,208.09,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Gaming Mouse,273.78,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Wireless Earbuds,477.11,3,Works fine but there are better alternatives available.,Average experience,neutral
Bluetooth Speaker,712.22,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,683.61,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,961.47,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Tablet Plus,454.46,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,920.92,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Gaming Mouse,158.54,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,264.62,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartphone X,399.0,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Laptop Pro,483.1,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Tablet Plus,120.34,3,Works fine but there are better alternatives available.,Average experience,neutral
Tablet Plus,979.4,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,165.53,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Fitness Band,728.93,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,109.42,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,938.13,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,96.12,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,271.16,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,959.96,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,656.18,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartwatch,412.88,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Bluetooth Speaker,680.8,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Mechanical Keyboard,377.95,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,805.47,3,Works fine but there are better alternatives available.,Average experience,neutral
Laptop Pro,851.81,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,36.09,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,256.14,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,750.78,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartphone X,847.46,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Wireless Earbuds,503.8,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,48.09,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,140.94,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Tablet Plus,24.95,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartphone X,620.03,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,243.64,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,525.21,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,346.52,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,773.53,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Tablet Plus,221.05,3,Works fine but there are better alternatives available.,Average experience,neutral
Tablet Plus,704.93,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartwatch,258.71,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartwatch,818.7,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,672.65,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,928.19,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Wireless Earbuds,417.04,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Laptop Pro,439.25,3,Works fine but there are better alternatives available.,Average experience,neutral
Wireless Earbuds,646.13,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,196.05,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,516.41,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,485.56,3,Works fine but there are better alternatives available.,Average experience,neutral
Fitness Band,977.07,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartphone X,524.13,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Bluetooth Speaker,170.59,3,"The product is okay, does the job but nothing special.",Average experience,neutral
4K Monitor,148.44,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,994.65,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Mechanical Keyboard,692.34,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,525.62,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
4K Monitor,758.74,3,Works fine but there are better alternatives available.,Average experience,neutral
Gaming Mouse,235.95,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,214.49,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartphone X,631.74,3,Works fine but there are better alternatives available.,Average experience,neutral
Gaming Mouse,875.41,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartphone X,382.61,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Fitness Band,490.11,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartphone X,796.28,3,Works fine but there are better alternatives available.,Average experience,neutral
Bluetooth Speaker,696.81,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Tablet Plus,911.13,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,274.95,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,696.83,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,382.89,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,709.63,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,717.5,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Tablet Plus,372.2,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,103.56,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,181.72,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Mechanical Keyboard,815.6,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Gaming Mouse,343.58,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Laptop Pro,671.99,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,799.42,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,390.17,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,614.36,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,209.25,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartphone X,492.87,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,652.64,3,It's decent for the price but has some drawbacks.,Average experience,neutral
4K Monitor,980.29,3,Works fine but there are better alternatives available.,Average experience,neutral
Laptop Pro,41.29,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,479.41,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,68.88,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartwatch,801.6,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,423.34,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,32.45,3,Works fine but there are better alternatives available.,Average experience,neutral
Fitness Band,364.54,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Tablet Plus,705.53,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,898.31,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,968.45,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,895.02,3,Works fine but there are better alternatives available.,Average experience,neutral
Mechanical Keyboard,85.09,3,Works fine but there are better alternatives available.,Average experience,neutral
Mechanical Keyboard,992.85,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,175.44,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartwatch,66.11,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Laptop Pro,864.06,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,601.94,3,"The product is okay, does the job but nothing special.",Average experience,neutral
4K Monitor,862.62,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,796.35,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,204.69,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Gaming Mouse,603.8,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,50.14,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartphone X,127.08,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,682.98,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,47.11,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,914.38,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,145.41,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
4K Monitor,286.57,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,660.77,3,It's decent for the price but has some drawbacks.,Average experience,neutral
4K Monitor,816.14,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,164.5,3,It's decent for the price but has some drawbacks.,Average experience,neutral
4K Monitor,512.78,3,Works fine but there are better alternatives available.,Average experience,neutral
Bluetooth Speaker,664.94,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,884.92,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,372.37,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Fitness Band,298.31,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Gaming Mouse,877.36,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,635.76,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,403.17,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Gaming Mouse,968.87,3,Works fine but there are better alternatives available.,Average experience,neutral
4K Monitor,342.88,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartwatch,165.52,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Wireless Earbuds,983.12,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,79.85,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Fitness Band,328.29,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,594.13,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,508.29,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,831.6,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Tablet Plus,117.17,3,Works fine but there are better alternatives available.,Average experience,neutral
Gaming Mouse,184.39,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartwatch,887.14,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartphone X,253.01,3,Works fine but there are better alternatives available.,Average experience,neutral
Laptop Pro,543.02,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Bluetooth Speaker,626.62,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,93.04,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,937.78,3,"The product is okay, does the job but nothing special.",Average experience,neutral
4K Monitor,56.84,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,653.76,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,535.69,3,Works fine but there are better alternatives available.,Average experience,neutral
4K Monitor,985.08,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartphone X,487.74,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,663.09,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,222.27,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,195.64,3,Works fine but there are better alternatives available.,Average experience,neutral
4K Monitor,655.41,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartphone X,737.4,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,660.31,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Gaming Mouse,595.16,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,892.4,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Wireless Earbuds,467.84,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Laptop Pro,611.97,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,425.47,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,644.71,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,754.0,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Wireless Earbuds,51.63,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartwatch,182.98,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartphone X,103.59,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,190.44,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,541.04,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,996.92,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,273.12,3,Works fine but there are better alternatives available.,Average experience,neutral
Wireless Earbuds,505.1,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Bluetooth Speaker,425.06,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartwatch,920.76,3,Works fine but there are better alternatives available.,Average experience,neutral
Fitness Band,166.14,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,72.87,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Wireless Earbuds,77.43,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,474.32,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartphone X,854.74,3,It's decent for the price but has some drawbacks.,Average experience,neutral
4K Monitor,595.37,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,521.32,3,Works fine but there are better alternatives available.,Average experience,neutral
Wireless Earbuds,646.62,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,989.56,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Fitness Band,483.34,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Mechanical Keyboard,462.09,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Mechanical Keyboard,447.95,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartwatch,97.3,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Fitness Band,319.09,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Fitness Band,390.18,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,349.94,3,Works fine but there are better alternatives available.,Average experience,neutral
Laptop Pro,587.04,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartwatch,554.44,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,285.1,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,81.45,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,135.49,3,Works fine but there are better alternatives available.,Average experience,neutral
Wireless Earbuds,591.35,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
4K Monitor,375.63,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,187.1,3,Works fine but there are better alternatives available.,Average experience,neutral
Tablet Plus,408.8,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,376.61,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Mechanical Keyboard,48.06,3,Works fine but there are better alternatives available.,Average experience,neutral
Bluetooth Speaker,300.21,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,397.06,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Wireless Earbuds,227.03,3,Works fine but there are better alternatives available.,Average experience,neutral
4K Monitor,839.74,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Bluetooth Speaker,249.9,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartwatch,620.57,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,202.57,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,77.82,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,633.41,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,929.96,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Wireless Earbuds,971.21,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Tablet Plus,178.53,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,955.75,3,Works fine but there are better alternatives available.,Average experience,neutral
4K Monitor,102.32,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,953.42,3,"The product is okay, does the job but nothing special.",Average experience,neutral
4K Monitor,488.1,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,287.17,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Fitness Band,802.23,3,Works fine but there are better alternatives available.,Average experience,neutral
Bluetooth Speaker,676.15,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,659.68,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,234.3,3,Works fine but there are better alternatives available.,Average experience,neutral
Fitness Band,96.32,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Fitness Band,176.48,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Gaming Mouse,778.3,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Wireless Earbuds,161.89,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,183.5,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Gaming Mouse,66.02,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartwatch,403.36,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,250.31,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Smartphone X,601.0,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Laptop Pro,582.45,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartphone X,287.82,3,Works fine but there are better alternatives available.,Average experience,neutral
Gaming Mouse,358.05,3,It's decent for the price but has some drawbacks.,Average experience,neutral
4K Monitor,551.22,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,576.32,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,168.22,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,32.57,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,495.23,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartwatch,777.77,3,Works fine but there are better alternatives available.,Average experience,neutral
Tablet Plus,574.04,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Laptop Pro,931.17,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartphone X,917.16,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartphone X,700.96,3,"Average performance. Not too good, not too bad.",Average experience,neutral
